Time_s,Error
0.0243858485089333,-0.127938215545401
0.0243873503257502,-0.127936860861112
0.0243888520781721,-0.127935505837651
0.0243903537615854,-0.127934150479284
0.0243918553800341,-0.127932794782465
0.0243933569313451,-0.127931438749259
0.0243948584167866,-0.127930082378624
0.0243963598351222,-0.127928725671781
0.0243978611876047,-0.127927368627702
0.024399362474535,-0.127926011246216
0.0244008636954548,-0.12792465352784
0.0244023648499974,-0.127923295473011
0.0244038659396845,-0.127921937080454
0.0244053669619468,-0.127920578352598
0.024406867920493,-0.127919219286188
0.0244083688119277,-0.127917859884399
0.0244098696394086,-0.127916500144477
0.0244113703990985,-0.127915140069999
0.0244128710959706,-0.127913779656562
0.0244143717267196,-0.127912418907262
0.0244158722913005,-0.127911057822245
0.0244173727906987,-0.127909696400719
0.0244188732252565,-0.127908334642476
0.0244203735946297,-0.12790697254793
0.0244218738991716,-0.127905610116862
0.0244233741381341,-0.127904247350054
0.0244248743134228,-0.127902884245877
0.0244263744220753,-0.127901520807125
0.0244278744669694,-0.127900157031285
0.0244293744483856,-0.1278987929182
0.0244308743620633,-0.12789742847185
0.0244323742139436,-0.127896063686933
0.0244338740014149,-0.127894698565922
0.0244353737245539,-0.127893333108852
0.0244368733818637,-0.127891967317187
0.024438372977307,-0.127890601187419
0.0244398725060572,-0.127889234724045
0.024441371971033,-0.127887867924512
0.0244428713716602,-0.12788650078944
0.0244443707092463,-0.12788513331774
0.0244458699824737,-0.127883765510712
0.0244473691931389,-0.127882397366819
0.0244488683391939,-0.12788102888803
0.0244503674207485,-0.127879660074349
0.0244518664394416,-0.127878290924378
0.0244533653943716,-0.127876921439041
0.024454864284833,-0.127875551619085
0.0244563631124316,-0.127874181463142
0.0244578618776007,-0.127872810970916
0.0244593605766114,-0.127871440145917
0.0244608592147645,-0.1278700689834
0.0244623577885816,-0.127868697486644
0.0244638562998776,-0.127867325654089
0.0244653547482907,-0.127865953486167
0.0244668531326041,-0.127864580984093
0.0244683514547336,-0.127863208146213
0.0244698497142568,-0.127861834973011
0.0244713479101591,-0.127860461465518
0.0244728460430268,-0.127859087623299
0.0244743441137844,-0.127857713445604
0.0244758421227149,-0.127856338932272
0.0244773400695201,-0.127854964083676
0.0244788379535813,-0.127853588900483
0.0244803357739125,-0.127852213383701
0.0244818335325109,-0.127850837531594
0.0244833312280283,-0.127849461345501
0.0244848288627605,-0.12784808482341
0.0244863264347642,-0.127846707967205
0.0244878239439541,-0.127845330777067
0.0244893213914343,-0.127843953252079
0.0244908187777671,-0.127842575391821
0.0244923161031482,-0.127841197196212
0.0244938133647199,-0.127839818667982
0.0244953105660689,-0.127838439803928
0.0244968077045235,-0.127837060606609
0.0244983047815823,-0.127835681074744
0.0244998017982739,-0.127834301207482
0.0245012987523708,-0.127832921006976
0.0245027956438302,-0.127831540473365
0.0245042924757446,-0.127830159603896
0.0245057892461795,-0.127828778400448
0.0245072859551286,-0.127827396863127
0.0245087826028368,-0.127826014991807
0.0245102791899504,-0.127824632785988
0.0245117757146838,-0.127823250247418
0.0245132721791438,-0.127821867374249
0.0245147685825474,-0.127820484167303
0.0245162649244094,-0.127819100627125
0.0245177612059753,-0.127817716752663
0.0245192574267156,-0.127816332544504
0.0245207535861134,-0.127814948003224
0.0245222496863994,-0.127813563126857
0.024523745726099,-0.127812177916862
0.0245252417053338,-0.127810792373227
0.0245267376244705,-0.127809406495709
0.0245282334824069,-0.127808020285428
0.0245297292806133,-0.127806633741118
0.0245312250183208,-0.127805246863588
0.0245327206951734,-0.127803859653269
0.0245342163135544,-0.127802472108044
0.0245357118706376,-0.127801084230633
0.0245372073680087,-0.127799696019663
0.0245387028043357,-0.127798307476467
0.0245401981827438,-0.127796918598241
0.0245416935005472,-0.127795529387573
0.0245431887587996,-0.127794139843584
0.0245446839558267,-0.127792749967927
0.02454617909394,-0.127791359758551
0.0245476741730687,-0.127789969215616
0.0245491691932856,-0.12778857833915
0.0245506641523247,-0.12778718713136
0.0245521590536096,-0.127785795589158
0.0245536538938911,-0.127784403715661
0.0245551486754145,-0.12778301150888
0.0245566433993632,-0.127781618967804
0.0245581380644274,-0.127780226093749
0.0245596326697551,-0.127778832887607
0.0245611272152714,-0.127777439349546
0.0245626217030244,-0.127776045477751
0.0245641161314596,-0.127774651273766
0.0245656105001347,-0.127773256738103
0.0245671048126678,-0.127771861867478
0.0245685990640187,-0.127770466666693
0.0245700932568996,-0.127769071133314
0.0245715873915139,-0.127767675267245
0.0245730814669443,-0.127766279069438
0.0245745754842016,-0.127764882539045
0.024576069443598,-0.127763485675869
0.0245775633440655,-0.127762088481004
0.024579057186019,-0.127760690954159
0.0245805509697052,-0.127759293095198
0.0245820446956186,-0.127757894903752
0.0245835383636715,-0.12775649638
0.0245850319750525,-0.127755097522921
0.0245865255270731,-0.127753698335131
0.0245880190228567,-0.127752298813797
0.0245895124594418,-0.12775089896179
0.0245910058388416,-0.12774949877732
0.0245924991603038,-0.127748098261184
0.024593992423702,-0.127746697413598
0.0245954856300587,-0.127745296233696
0.0245969787783295,-0.127743894722554
0.0245984718685031,-0.127742492880277
0.0245999649019843,-0.127741090705641
0.0246014578798221,-0.127739688197752
0.0246029507977673,-0.127738285360698
0.0246044436594261,-0.127736882191189
0.0246059364641456,-0.127735478689928
0.0246074292116423,-0.127734074857277
0.0246089219019937,-0.127732670693258
0.0246104145363629,-0.127731266196871
0.024611907112149,-0.127729861370656
0.0246133996307342,-0.12772845621341
0.0246148920933085,-0.127727050724105
0.0246163844999051,-0.127725644902801
0.0246178768487316,-0.127724238751281
0.0246193691413878,-0.127722832268135
0.0246208613778518,-0.127721425453473
0.0246223535574999,-0.127720018307979
0.0246238456809272,-0.127718610831185
0.0246253377463536,-0.127717203024864
0.0246268297558126,-0.127715794887194
0.024628321709529,-0.127714386418052
